,Offense,Age,Month,Day,Year
3388,640,24.0,04,19,2015
3389,302,30.0,06,12,2015
3390,2402,28.0,10,10,2015
3391,1401,48.0,07,08,2015
3392,302,20.0,02,11,2015
3393,2100,34.0,07,02,2015
3394,1850,43.0,02,03,2015
3395,1849,,02,25,2015
3396,802,21.0,05,09,2015
3397,640,,05,25,2015
3398,1849,21.0,11,17,2015
3399,401,38.0,03,19,2015
3400,901,,08,02,2015
3401,702,26.0,09,15,2015
3402,801,33.0,02,26,2015
3403,650,62.0,11,21,2015
3404,401,,02,21,2015
3405,650,,01,12,2015
3406,1850,,05,03,2015
3407,690,38.0,10,20,2015
3408,2601,,09,03,2015
3409,799,25.0,07,03,2015
3410,702,45.0,08,23,2015
3411,2100,,07,16,2015
3412,401,30.0,08,13,2015
3413,801,20.0,07,07,2015
3414,1850,30.0,04,29,2015
3415,2402,26.0,04,14,2015
3416,801,,05,09,2015
3417,2100,25.0,12,18,2015
3418,1849,,10,01,2015
3419,1849,,01,23,2015
3420,302,40.0,10,22,2015
3421,670,,01,10,2015
3422,801,30.0,03,03,2015
3423,2655,52.0,04,09,2015
3424,2402,,04,01,2015
3425,2601,40.0,04,24,2015
3426,640,,08,11,2015
3427,401,,08,25,2015
3428,802,45.0,06,24,2015
3429,702,,03,07,2015
3430,1849,,02,25,2015
3431,302,,02,01,2015
3432,401,20.0,09,20,2015
3433,401,,03,16,2015
3434,1850,,01,05,2015
3435,2100,45.0,04,17,2015
3436,1849,18.0,03,04,2015
3437,1401,,08,24,2015
3438,302,,09,10,2015
3439,702,,01,05,2015
3440,801,,05,26,2015
3441,2201,54.0,04,04,2015
3442,1849,,06,28,2015
3443,640,,09,14,2015
3444,302,35.0,06,14,2015
3445,801,21.0,03,30,2015
3446,840,21.0,04,19,2015
3447,1850,30.0,06,25,2015
3448,1546,,05,16,2015
3449,1401,,05,28,2015
3450,802,29.0,08,28,2015
3451,802,24.0,04,27,2015
3452,302,,04,09,2015
3453,640,,01,26,2015
3454,640,,10,22,2015
3455,502,,01,03,2015
3456,802,35.0,01,26,2015
3457,302,,11,05,2015
3458,1849,,03,04,2015
3459,210,34.0,08,13,2015
3460,2402,21.0,07,19,2015
3461,690,,09,26,2015
3462,640,18.0,06,17,2015
3463,801,61.0,02,02,2015
3464,301,,06,01,2015
3465,2655,,09,25,2015
3466,640,21.0,03,28,2015
3467,2604,22.0,06,21,2015
3468,302,65.0,06,10,2015
3469,2655,50.0,07,28,2015
3470,1850,31.0,03,11,2015
3471,301,49.0,11,03,2015
3472,2601,46.0,07,16,2015
3473,840,26.0,03,24,2015
3474,2661,27.0,09,15,2015
3475,2655,,08,07,2015
3476,401,,04,26,2015
3477,1849,21.0,06,02,2015
3478,1849,,03,27,2015
3479,802,24.0,05,03,2015
3480,2402,22.0,06,28,2015
3481,1651,46.0,09,09,2015
3482,702,34.0,02,02,2015
3483,2100,22.0,12,17,2015
3484,2402,21.0,04,25,2015
3485,1401,,01,02,2015
3486,1849,,05,05,2015
3487,302,38.0,12,12,2015
3488,2402,23.0,07,02,2015
3489,640,,06,24,2015
3490,2601,51.0,06,13,2015
3491,302,25.0,06,29,2015
3492,2001,31.0,02,14,2015
3493,3020,25.0,01,07,2015
3494,2601,,02,23,2015
3495,1401,46.0,09,20,2015
3496,799,,11,15,2015
3497,802,36.0,06,10,2015
3498,2601,,03,07,2015
3499,702,,11,15,2015
3500,640,44.0,05,26,2015
3501,1850,38.0,02,07,2015
3502,801,30.0,10,11,2015
3503,630,,01,24,2015
3504,1849,,09,04,2015
3505,702,,11,29,2015
3506,840,,08,09,2015
3507,302,,11,23,2015
3508,1849,18.0,05,13,2015
3509,2402,28.0,06,25,2015
3510,301,20.0,02,14,2015
3511,801,39.0,04,26,2015
3512,1850,,10,17,2015
3513,2100,52.0,08,09,2015
3514,702,,10,19,2014
3515,1850,,02,12,2015
3516,1849,,08,18,2015
3517,1401,38.0,11,18,2015
3518,2601,43.0,05,16,2015
3519,1849,50.0,07,11,2015
3520,1850,,10,29,2015
3521,1850,,02,12,2015
3522,2100,,02,05,2015
3523,799,45.0,12,14,2015
3524,302,24.0,08,26,2015
3525,401,24.0,04,20,2015
3526,1401,,01,12,2015
3527,801,38.0,03,03,2015
3528,1352,27.0,05,21,2015
3529,801,31.0,06,20,2015
3530,401,33.0,03,06,2015
3531,840,43.0,09,15,2015
3532,2100,42.0,08,27,2015
3533,2402,,08,05,2015
3534,1849,,02,07,2015
3535,640,,12,18,2015
3536,401,52.0,01,29,2015
3537,840,,08,22,2015
3538,2655,25.0,10,22,2015
3539,690,,10,21,2015
3540,302,25.0,12,27,2015
3541,799,23.0,05,11,2015
3542,1849,32.0,01,05,2015
3543,690,,07,16,2015
3544,2601,,09,29,2015
3545,1401,30.0,11,18,2015
3546,2661,26.0,09,15,2015
3547,640,38.0,02,05,2015
3548,1849,,08,16,2015
3549,401,21.0,07,05,2015
3550,802,36.0,04,02,2015
3551,1849,,08,16,2015
3552,1849,,03,23,2015
3553,1850,,06,18,2015
3554,1849,,04,20,2015
3555,2601,33.0,10,18,2015
3556,2100,25.0,11,28,2015
3557,301,58.0,05,11,2015
3558,401,41.0,07,09,2015
3559,401,26.0,06,06,2015
3560,640,,08,15,2015
3561,702,,08,28,2015
3562,802,48.0,11,24,2015
3563,801,56.0,03,05,2015
3564,801,47.0,05,27,2015
3565,1849,39.0,09,01,2015
3566,640,56.0,06,17,2015
3567,302,,09,13,2015
3568,1849,,01,02,2015
3569,2001,,02,14,2015
3570,801,,04,19,2015
3571,2100,32.0,02,09,2015
3572,702,26.0,05,21,2015
3573,401,35.0,04,24,2015
3574,1849,,12,06,2015
3575,1546,,10,01,2015
3576,403,41.0,10,23,2015
3577,1849,46.0,02,06,2015
3578,1770,38.0,03,16,2015
3579,301,30.0,05,11,2015
3580,1401,,01,18,2015
3581,401,,01,18,2015
3582,403,41.0,01,25,2015
3583,1849,20.0,09,04,2015
3584,2100,40.0,01,24,2015
3585,2402,,04,04,2015
3586,1401,29.0,07,12,2015
3587,2402,57.0,08,14,2015
3588,1849,,09,08,2015
3589,640,,09,21,2015
3590,1849,,10,27,2015
3591,302,26.0,12,08,2015
3592,690,,01,01,2015
3593,2100,26.0,10,05,2015
3594,2601,,04,03,2015
3595,702,,07,01,2015
3596,1850,39.0,05,02,2015
3597,1652,,06,15,2015
3598,301,,10,27,2015
3599,702,50.0,01,05,2015
3600,2402,,05,26,2015
3601,302,47.0,11,09,2015
3602,1850,,04,27,2015
3603,302,,06,29,2015
3604,1849,,06,30,2015
3605,1849,,05,09,2015
3606,401,57.0,08,18,2015
3607,1850,31.0,09,23,2015
3608,302,18.0,03,22,2015
3609,1849,,05,24,2015
3610,1849,,01,16,2015
3611,201,21.0,03,30,2015
3612,2100,,09,18,2015
3613,840,,07,11,2015
3614,1401,,06,14,2015
3615,1850,,10,03,2015
3616,1849,,01,27,2015
3617,1849,49.0,11,23,2015
3618,2201,,07,04,2015
3619,1849,,01,05,2015
3620,401,,04,26,2015
3621,2601,,09,10,2015
3622,1849,,09,02,2015
3623,1849,,03,15,2015
3624,802,20.0,11,30,2015
3625,1849,25.0,08,21,2015
3626,1850,,09,23,2015
3627,840,,02,21,2015
3628,801,,05,27,2015
3629,650,27.0,03,13,2015
3630,302,48.0,05,24,2015
3631,801,46.0,12,19,2015
3632,1849,22.0,02,08,2015
3633,1849,,12,09,2015
3634,302,,01,09,2015
3635,401,28.0,06,02,2015
3636,403,49.0,09,04,2015
3637,2601,,10,19,2015
3638,2100,24.0,04,17,2015
3639,302,27.0,05,24,2015
3640,640,18.0,11,23,2015
3641,690,,11,09,2015
3642,401,34.0,03,16,2015
3643,1849,,05,26,2015
3644,302,,12,16,2015
3645,2655,,03,30,2015
3646,1849,,04,21,2015
3647,702,,04,25,2015
3648,1849,,09,25,2015
3649,1770,31.0,09,18,2015
3650,802,31.0,05,12,2015
3651,840,,08,13,2015
3652,801,20.0,09,23,2015
3653,1849,,04,29,2015
3654,1546,,03,23,2015
3655,2403,39.0,05,02,2015
3656,401,36.0,05,04,2015
3657,1849,,08,21,2015
3658,302,,12,13,2015
3659,302,,04,09,2015
3660,690,,09,10,2015
3661,1850,,06,08,2015
3662,702,,02,24,2015
3663,1850,,06,12,2015
3664,2601,,11,04,2015
3665,640,28.0,11,03,2015
3666,702,,01,01,2015
3667,690,,02,17,2015
3668,840,53.0,06,08,2015
3669,401,21.0,02,08,2015
3670,1352,,03,21,2015
3671,802,52.0,04,20,2015
3672,2693,,12,11,2015
3673,1849,,04,16,2015
3674,1849,47.0,02,19,2015
3675,1849,,07,23,2015
3676,401,,09,11,2015
3677,302,,12,03,2015
3678,401,,11,18,2015
3679,2655,,06,18,2015
3680,401,29.0,09,09,2015
3681,2601,,07,13,2015
3682,1849,,08,07,2015
3683,1401,19.0,07,30,2015
3684,1651,40.0,01,21,2015
3685,702,48.0,12,29,2014
3686,2402,,07,19,2015
3687,840,,08,28,2015
3688,301,21.0,01,19,2015
3689,2402,,03,18,2015
3690,1849,,09,18,2015
3691,2402,,11,03,2015
3692,650,25.0,07,14,2015
3693,1001,,06,17,2015
3694,1849,,02,28,2015
3695,640,,10,24,2015
3696,1850,,09,06,2015
3697,1849,21.0,05,13,2015
3698,401,,03,09,2015
3699,1352,,09,20,2015
3700,1849,,04,23,2015
3701,302,49.0,04,09,2015
3702,1849,,06,19,2015
3703,2601,,01,14,2015
3704,1849,25.0,03,04,2015
3705,1849,31.0,06,28,2015
3706,1849,,12,18,2015
3707,1850,,01,05,2015
3708,1850,,09,02,2015
3709,801,,05,30,2015
3710,1849,,12,24,2015
3711,640,,10,07,2015
3712,1849,26.0,11,02,2015
3713,2402,26.0,10,24,2015
3714,301,23.0,06,05,2015
3715,2100,33.0,04,26,2015
3716,1850,,05,15,2015
3717,840,,09,13,2015
3718,2601,27.0,10,06,2015
3719,1849,,10,24,2015
3720,2100,42.0,08,24,2015
3721,302,18.0,12,06,2015
3722,801,,06,22,2015
3723,1352,,05,19,2015
3724,702,60.0,02,16,2015
3725,799,18.0,04,21,2015
3726,2402,,09,11,2015
3727,2402,52.0,03,30,2015
3728,802,38.0,11,24,2015
3729,301,20.0,11,03,2015
3730,301,30.0,10,16,2015
3731,301,,07,14,2015
3732,802,20.0,01,31,2015
3733,1651,35.0,03,31,2015
3734,1401,43.0,02,20,2015
3735,1849,,07,16,2015
3736,802,30.0,03,14,2015
3737,640,,02,05,2015
3738,1849,,02,23,2015
3739,1401,43.0,07,12,2015
3740,840,33.0,04,05,2015
3741,1122,22.0,09,16,2015
3742,201,19.0,09,18,2015
3743,702,22.0,11,20,2015
3744,2601,,03,13,2015
3745,302,,10,10,2015
3746,799,,03,28,2015
3747,801,33.0,08,03,2015
3748,301,55.0,11,08,2015
3749,801,31.0,10,18,2015
3750,2402,,04,19,2015
3751,840,,11,18,2015
3752,1401,21.0,03,30,2015
3753,401,,11,12,2015
3754,1849,,02,10,2015
3755,1546,,08,03,2015
3756,1401,48.0,06,26,2015
3757,2100,36.0,02,11,2015
3758,2100,,02,22,2015
3759,650,,03,13,2015
3760,840,,10,16,2015
3761,670,,08,20,2015
3762,401,58.0,04,03,2015
3763,799,31.0,06,19,2015
3764,2601,,08,13,2015
3765,401,19.0,11,17,2015
3766,302,24.0,12,16,2015
3767,1849,,11,20,2015
3768,1352,,06,19,2015
3769,2100,32.0,06,12,2015
3770,690,39.0,03,01,2015
3771,802,50.0,06,24,2015
3772,302,25.0,12,06,2015
3773,1850,,09,04,2015
3774,801,,02,06,2015
3775,702,36.0,11,30,2015
3776,2655,,01,31,2015
3777,1546,,01,03,2015
3778,2402,44.0,09,06,2015
3779,640,44.0,07,24,2015
3780,1850,,06,05,2015
3781,1352,,05,14,2015
3782,640,,06,12,2015
3783,802,20.0,01,18,2015
3784,840,20.0,02,11,2015
3785,640,42.0,10,23,2015
3786,401,,06,03,2015
3787,801,23.0,06,03,2015
3788,1352,20.0,09,16,2015
3789,801,,11,21,2015
3790,301,36.0,05,19,2015
3791,502,,11,05,2015
3792,2655,,03,04,2015
3793,640,23.0,06,23,2015
3794,801,40.0,05,30,2015
3795,801,21.0,11,19,2015
3796,1849,,06,07,2015
3797,302,,02,11,2015
3798,840,,03,14,2015
3799,2100,27.0,09,12,2015
3800,301,,10,30,2015
3801,801,28.0,11,22,2015
3802,2100,,01,18,2015
3803,1849,,04,26,2015
3804,1401,21.0,07,09,2015
3805,2100,34.0,10,07,2015
3806,2655,52.0,06,29,2015
3807,1849,40.0,03,28,2015
3808,1849,,08,21,2015
3809,802,27.0,04,09,2015
3810,2402,27.0,04,04,2015
3811,2402,,04,04,2015
3812,2201,,07,04,2015
3813,2601,,07,24,2015
3814,640,,01,26,2015
3815,2100,22.0,08,22,2015
3816,802,26.0,11,30,2015
3817,302,,02,25,2015
3818,2402,39.0,08,29,2015
3819,2100,34.0,10,07,2015
3820,690,26.0,09,26,2015
3821,1849,48.0,10,07,2015
3822,210,30.0,08,22,2015
3823,1849,29.0,12,14,2015
3824,650,19.0,06,18,2015
3825,2601,33.0,04,20,2015
3826,1546,,01,14,2015
3827,2601,52.0,09,17,2015
3828,690,,06,22,2015
3829,1850,61.0,05,14,2015
3830,799,,03,28,2015
3831,640,,05,05,2015
3832,1849,,09,14,2015
3833,799,18.0,04,21,2015
3834,840,50.0,07,19,2015
3835,1651,,05,07,2015
3836,801,35.0,06,19,2015
3837,2402,23.0,06,21,2015
3838,1849,,09,09,2015
3839,620,,08,19,2015
3840,401,,07,03,2015
3841,1849,21.0,11,18,2015
3842,402,56.0,11,02,2015
3843,690,43.0,03,01,2015
3844,1849,23.0,09,02,2015
3845,1401,20.0,08,03,2015
3846,301,76.0,03,11,2015
3847,401,,07,01,2015
3848,650,59.0,04,15,2015
3849,1849,30.0,08,19,2015
3850,840,43.0,07,03,2015
3851,403,,08,02,2015
3852,702,20.0,01,13,2015
3853,2601,,11,06,2015
3854,2040,56.0,08,15,2015
3855,802,25.0,08,28,2015
3856,2601,40.0,09,09,2015
3857,302,,12,08,2015
3858,1849,18.0,04,29,2015
3859,640,68.0,06,28,2015
3860,302,,01,22,2015
3861,1850,,06,01,2015
3862,1849,,03,04,2015
3863,1849,19.0,08,07,2015
3864,1849,34.0,03,22,2015
3865,1546,,09,04,2015
3866,1850,21.0,01,29,2015
3867,2601,48.0,08,05,2015
3868,401,,10,19,2015
3869,690,29.0,01,20,2015
3870,2601,41.0,10,08,2015
3871,2402,24.0,04,01,2015
3872,702,25.0,03,07,2015
3873,1849,54.0,02,22,2015
3874,640,,05,31,2015
3875,799,,02,02,2015
3876,702,,08,23,2015
3877,1401,,09,21,2015
3878,1401,25.0,10,17,2015
3879,402,,11,02,2015
3880,401,33.0,06,28,2015
3881,1850,26.0,06,23,2015
3882,799,,07,24,2015
3883,2402,22.0,07,19,2015
3884,702,,03,05,2015
3885,2100,22.0,07,04,2015
3886,620,37.0,01,02,2015
3887,302,25.0,06,12,2015
3888,1401,,05,10,2015
3889,1850,39.0,05,02,2015
3890,2402,21.0,08,21,2015
3891,640,,07,24,2015
3892,2601,49.0,01,28,2015
3893,1850,33.0,05,07,2015
3894,1850,,07,21,2015
3895,1652,,09,09,2015
3896,1849,,06,03,2015
3897,1401,,08,29,2015
3898,690,18.0,01,21,2015
3899,1849,,05,19,2015
3900,403,47.0,09,04,2015
3901,1401,30.0,09,11,2015
3902,301,,03,03,2015
3903,702,,07,21,2015
3904,1849,,10,13,2015
3905,1401,,04,04,2015
3906,802,25.0,09,04,2015
3907,2601,,03,19,2015
3908,2664,40.0,01,31,2015
3909,1849,22.0,11,17,2015
3910,403,23.0,04,24,2015
3911,1850,34.0,05,08,2015
3912,401,24.0,08,25,2015
3913,690,,01,20,2015
3914,1401,26.0,04,19,2015
3915,2601,,01,26,2015
3916,2601,,11,02,2015
3917,840,32.0,06,13,2015
3918,1651,28.0,05,08,2015
3919,1849,26.0,05,02,2015
3920,302,,08,05,2015
3921,1850,,05,08,2015
3922,801,,05,09,2015
3923,1849,28.0,02,27,2015
3924,840,,07,20,2015
3925,1849,,04,17,2015
3926,801,30.0,04,25,2015
3927,1850,24.0,03,27,2015
3928,1849,,01,05,2015
3929,840,,11,10,2015
3930,401,23.0,01,05,2015
3931,2100,24.0,08,30,2015
3932,302,35.0,07,10,2015
3933,690,20.0,06,24,2015
3934,401,22.0,08,05,2015
3935,802,18.0,02,09,2015
3936,690,24.0,07,19,2015
3937,2601,,10,15,2015
3938,801,,11,28,2015
3939,840,,11,25,2015
3940,801,55.0,10,21,2015
3941,401,64.0,08,17,2015
3942,1849,21.0,10,10,2015
3943,1401,25.0,01,20,2015
3944,401,,03,07,2015
3945,2201,,03,31,2015
3946,650,,08,14,2015
3947,1120,,10,13,2015
3948,1352,,03,09,2015
3949,403,32.0,09,20,2015
3950,801,,07,08,2015
3951,1849,54.0,10,01,2015
3952,1849,,07,21,2015
3953,1849,,02,20,2015
3954,1849,,10,15,2015
3955,2655,24.0,04,01,2015
3956,2601,,04,04,2015
3957,302,,07,17,2015
3958,2402,,06,21,2015
3959,2402,,09,06,2015
3960,690,,11,04,2015
3961,1352,48.0,09,22,2015
3962,801,22.0,02,26,2015
3963,1651,32.0,02,11,2015
3964,201,18.0,02,09,2015
3965,802,22.0,09,21,2015
3966,1849,,06,19,2015
3967,690,18.0,08,19,2015
3968,2100,,11,30,2015
3969,1849,,09,15,2015
3970,1849,25.0,12,05,2015
3971,101,36.0,08,15,2015
3972,302,,12,16,2015
3973,2100,,04,29,2015
3974,690,23.0,09,10,2015
3975,1850,,07,11,2015
3976,401,36.0,08,15,2015
3977,1546,,04,05,2015
3978,302,,01,14,2015
3979,301,38.0,03,27,2015
3980,840,35.0,06,14,2015
3981,401,18.0,08,25,2015
3982,401,20.0,07,04,2015
3983,840,21.0,05,13,2015
3984,1850,,02,07,2015
3985,840,36.0,03,29,2015
3986,1849,,07,23,2015
3987,403,,09,14,2015
3988,1849,28.0,03,04,2015
3989,1850,18.0,04,29,2015
3990,801,33.0,05,30,2015
3991,401,50.0,09,23,2015
3992,640,28.0,06,21,2015
3993,690,,11,16,2015
3994,1652,35.0,05,06,2015
3995,301,,12,29,2015
3996,801,20.0,07,07,2015
3997,401,,08,13,2015
3998,1849,19.0,01,30,2015
3999,801,22.0,05,07,2015
4000,801,56.0,02,02,2015
4001,2100,,09,13,2015
4002,801,,06,13,2015
4003,201,30.0,08,19,2015
4004,401,,11,21,2015
4005,640,21.0,09,05,2015
4006,301,,12,20,2015
4007,1546,,01,13,2015
4008,2601,60.0,05,04,2015
4009,640,26.0,09,04,2015
4010,401,59.0,09,23,2015
4011,702,,01,01,2015
4012,1001,,05,30,2015
4013,301,,02,14,2015
4014,640,,08,15,2015
4015,301,20.0,11,18,2015
4016,401,52.0,,,
4017,302,,10,29,2015
4018,702,30.0,05,17,2015
4019,2100,27.0,,,
4020,2655,50.0,08,19,2015
4021,401,,07,05,2015
4022,1770,63.0,07,15,2015
4023,2402,25.0,07,18,2015
4024,1849,,10,26,2015
4025,2402,28.0,08,15,2015
4026,640,,06,23,2015
4027,801,,04,19,2015
4028,2601,46.0,07,02,2015
4029,1651,34.0,03,31,2015
4030,702,,01,10,2015
4031,799,,05,19,2015
4032,1546,,05,25,2015
4033,401,,03,30,2015
4034,1849,,02,17,2015
4035,2604,,06,30,2015
4036,690,,05,30,2015
4037,401,24.0,11,21,2015
4038,1849,,02,15,2015
4039,302,,06,17,2015
4040,1849,,09,26,2015
4041,1849,,10,04,2015
4042,840,,04,19,2015
4043,801,35.0,06,02,2015
4044,2601,50.0,04,19,2015
4045,401,22.0,08,06,2015
4046,2402,24.0,08,24,2015
4047,2402,,10,16,2015
4048,301,53.0,04,11,2015
4049,840,,07,19,2015
4050,2100,37.0,01,02,2015
4051,1401,,08,26,2015
4052,1546,,03,02,2015
4053,1849,20.0,04,14,2015
4054,650,24.0,09,06,2015
4055,401,32.0,06,06,2015
4056,2402,,01,17,2015
4057,401,24.0,10,04,2015
4058,302,20.0,03,04,2015
4059,1850,,06,02,2015
4060,1849,,07,01,2015
4061,2655,,10,11,2015
4062,1849,,04,25,2015
4063,2604,,11,15,2015
4064,640,28.0,05,05,2015
4065,802,30.0,07,10,2015
4066,1546,,12,26,2015
4067,2601,,12,12,2015
4068,640,25.0,02,05,2015
4069,840,46.0,08,28,2015
4070,2402,31.0,08,28,2015
4071,1849,,04,26,2015
4072,2655,34.0,09,25,2015
4073,1651,,03,31,2015
4074,1849,,11,23,2015
4075,1651,36.0,03,31,2015
4076,840,21.0,07,24,2015
4077,840,56.0,11,25,2015
4078,301,,03,14,2015
4079,2100,37.0,04,19,2015
4080,1849,33.0,11,15,2015
4081,801,22.0,08,24,2015
4082,840,25.0,01,21,2015
4083,1849,,11,11,2015
4084,401,32.0,05,06,2015
4085,640,26.0,08,31,2015
4086,650,,12,24,2014
4087,2402,,06,14,2015
4088,2402,18.0,01,17,2015
4089,1651,,12,10,2015
4090,690,,01,27,2015
4091,2100,28.0,04,18,2015
4092,1401,,11,06,2015
4093,401,40.0,10,16,2015
4094,702,26.0,09,15,2015
4095,1546,,02,10,2015
4096,1849,,04,01,2015
4097,301,,07,14,2015
4098,1850,,08,09,2015
4099,1849,34.0,04,03,2015
4100,302,22.0,10,10,2015
4101,801,60.0,06,02,2015
4102,1401,,11,12,2015
4103,640,48.0,01,16,2015
4104,2402,,07,25,2015
4105,1850,,11,12,2015
4106,401,19.0,01,05,2015
4107,610,20.0,04,14,2015
4108,1401,32.0,01,16,2015
4109,301,,12,29,2015
4110,801,29.0,04,19,2015
4111,1849,30.0,01,24,2015
4112,2100,26.0,05,15,2015
4113,1401,,05,19,2015
4114,2601,,04,30,2015
4115,1850,,02,24,2015
4116,702,40.0,03,21,2015
4117,1849,,06,09,2015
4118,2100,,07,16,2015
4119,2601,27.0,09,08,2015
4120,1651,,11,19,2015
4121,640,71.0,01,09,2015
4122,2655,32.0,06,18,2015
4123,2201,61.0,04,10,2015
4124,2601,26.0,03,06,2015
4125,1651,21.0,07,07,2015
4126,1850,21.0,02,21,2015
4127,801,46.0,09,26,2015
4128,1849,30.0,07,26,2015
4129,2655,57.0,08,20,2015
4130,799,,02,02,2015
4131,301,41.0,10,22,2015
4132,401,,07,09,2015
4133,402,,11,01,2015
4134,1401,52.0,11,18,2015
4135,1401,21.0,04,03,2015
4136,2604,42.0,10,10,2015
4137,690,18.0,04,21,2015
4138,1849,,08,05,2015
4139,1849,,09,04,2015
4140,801,48.0,01,24,2015
4141,1850,33.0,04,02,2015
4142,401,25.0,05,30,2015
4143,2100,27.0,05,23,2015
4144,401,20.0,06,07,2015
4145,2601,,10,15,2015
4146,690,,06,07,2015
4147,302,,06,12,2015
4148,802,22.0,05,09,2015
4149,1849,,08,03,2015
4150,1650,,08,17,2015
4151,702,,08,05,2015
4152,1849,,11,25,2015
4153,2201,,06,05,2015
4154,302,20.0,03,07,2015
4155,302,,11,16,2015
4156,1401,,09,26,2015
4157,802,37.0,01,31,2015
4158,640,34.0,10,10,2015
4159,1122,,03,10,2015
4160,2402,30.0,11,06,2015
4161,1850,,02,01,2015
4162,630,,10,08,2015
4163,2402,28.0,09,05,2015
4164,640,,07,21,2015
4165,2100,,07,24,2015
4166,1401,32.0,08,16,2015
4167,1849,23.0,08,16,2015
4168,702,,10,10,2015
4169,1849,47.0,05,29,2015
4170,840,,01,16,2015
4171,1849,27.0,06,19,2015
4172,1849,,10,03,2015
4173,690,22.0,06,07,2015
4174,690,,04,23,2015
4175,1401,,06,15,2015
4176,1001,22.0,05,30,2015
4177,2601,,11,22,2015
4178,640,,05,09,2015
4179,1849,24.0,04,17,2015
4180,2402,20.0,03,02,2015
4181,1850,,06,30,2015
4182,1849,,01,05,2015
4183,1849,,07,17,2015
4184,2601,,09,30,2015
4185,640,24.0,02,08,2015
4186,2100,32.0,04,17,2015
4187,840,39.0,05,02,2015
4188,1401,,10,15,2015
4189,1401,,08,02,2015
4190,1850,,08,09,2015
4191,2100,,12,22,2015
4192,702,31.0,08,02,2015
4193,1770,,07,15,2015
4194,401,38.0,09,05,2015
4195,650,,11,22,2015
4196,1546,,06,09,2015
4197,802,32.0,03,05,2015
4198,2100,35.0,04,05,2015
4199,802,34.0,11,17,2015
4200,640,45.0,06,28,2015
4201,1849,18.0,04,13,2015
4202,840,,04,12,2015
4203,2100,29.0,04,17,2015
4204,1651,,05,08,2015
4205,1849,,09,25,2015
4206,702,,12,11,2015
4207,301,,11,21,2015
4208,1849,55.0,10,15,2015
4209,1401,,01,14,2015
4210,640,36.0,09,20,2015
4211,1352,,08,11,2015
4212,690,,04,27,2015
4213,401,54.0,07,19,2015
4214,1652,53.0,09,09,2015
4215,1651,,02,11,2015
4216,1850,,08,21,2015
4217,702,,02,27,2015
4218,401,19.0,10,22,2015
4219,640,,10,09,2015
4220,403,35.0,07,02,2015
4221,802,26.0,05,17,2015
4222,801,,03,22,2015
4223,302,25.0,06,12,2015
4224,1850,,06,25,2015
4225,1849,,06,18,2015
4226,302,,01,14,2015
4227,2100,19.0,07,23,2015
4228,702,57.0,07,03,2015
4229,302,19.0,12,07,2015
4230,1849,,09,18,2015
4231,302,37.0,08,05,2015
4232,802,59.0,01,22,2015
4233,1850,,08,07,2015
4234,650,27.0,02,17,2015
4235,302,,10,14,2015
4236,2655,,10,10,2015
4237,2655,,02,28,2015
4238,1352,,01,06,2015
4239,799,,06,03,2015
4240,302,43.0,07,02,2015
4241,2655,62.0,11,27,2015
4242,302,21.0,10,29,2015
4243,702,47.0,09,13,2015
4244,640,,02,05,2015
4245,210,,09,24,2015
4246,2655,28.0,08,07,2015
4247,302,30.0,10,22,2015
4248,302,18.0,07,02,2015
4249,302,,08,28,2015
4250,301,,08,26,2015
4251,1849,,05,23,2015
4252,2100,31.0,09,18,2015
4253,840,,09,27,2015
4254,801,59.0,06,11,2015
4255,1546,,02,07,2015
4256,640,25.0,02,08,2015
4257,702,,09,01,2015
4258,1850,32.0,07,10,2015
4259,1849,33.0,11,25,2015
4260,1849,,03,22,2015
4261,302,18.0,12,13,2015
4262,1401,,09,12,2015
4263,1850,33.0,04,05,2015
4264,801,,10,08,2015
4265,1850,24.0,01,20,2015
4266,401,29.0,04,26,2015
4267,401,,04,20,2015
4268,640,21.0,03,12,2015
4269,1401,26.0,07,22,2015
4270,1850,,04,29,2015
4271,302,48.0,07,30,2015
4272,1122,22.0,02,03,2015
4273,2402,28.0,01,17,2015
4274,802,38.0,11,24,2015
4275,801,,04,29,2015
4276,799,,07,24,2015
4277,401,45.0,06,13,2015
4278,650,26.0,03,13,2015
4279,1546,,12,05,2015
4280,801,29.0,04,14,2015
4281,840,,07,21,2015
4282,1850,37.0,01,02,2015
4283,1850,,06,02,2015
4284,1849,,05,23,2015
4285,302,,01,03,2015
4286,2655,,06,29,2015
4287,1652,52.0,08,17,2015
4288,1770,31.0,09,19,2015
4289,1401,,03,30,2015
4290,802,30.0,08,23,2015
4291,702,18.0,01,20,2015
4292,640,,10,10,2015
4293,2601,50.0,07,16,2015
4294,1849,37.0,09,25,2015
4295,640,,05,28,2015
4296,1849,38.0,07,28,2015
4297,2100,24.0,03,13,2015
4298,401,22.0,06,23,2015
4299,702,,07,28,2015
4300,1850,,07,25,2015
4301,2601,,05,17,2015
4302,1849,,02,21,2015
4303,302,,12,08,2015
4304,799,,08,01,2015
4305,640,26.0,10,24,2015
4306,1849,,12,20,2015
4307,1352,,03,04,2015
4308,301,,05,02,2015
4309,302,49.0,08,31,2015
4310,1849,,08,11,2015
4311,1850,,10,07,2015
4312,302,20.0,12,13,2015
4313,401,,06,03,2015
4314,1850,50.0,09,18,2015
4315,801,32.0,10,16,2015
4316,640,21.0,01,26,2015
