,Offense,Age,Month,Day,Year
109024,650,,03,31,2015
109025,801,32.0,03,12,2015
109026,670,65.0,08,26,2015
109027,690,,11,30,2015
109028,670,19.0,03,11,2015
109029,501,,04,01,2015
109030,702,32.0,12,20,2015
109031,650,30.0,11,12,2015
109032,501,42.0,11,10,2015
109033,802,30.0,08,28,2015
109034,403,51.0,02,22,2015
109035,650,43.0,10,17,2015
109036,640,,11,13,2015
109037,670,,05,15,2015
109038,630,27.0,06,18,2015
109039,501,,01,05,2015
109040,1401,,12,21,2015
109041,640,25.0,04,15,2015
109042,801,27.0,04,17,2015
109043,640,57.0,05,29,2015
109044,2040,31.0,08,23,2015
109045,650,34.0,12,01,2015
109046,640,,01,22,2015
109047,1198,,04,25,2015
109048,1849,30.0,11,15,2015
109049,210,56.0,06,09,2015
109050,1850,,03,04,2015
109051,702,36.0,07,26,2015
109052,301,,08,17,2015
109053,690,,06,27,2015
109054,640,35.0,08,06,2015
109055,302,,07,28,2015
109056,502,,03,18,2015
109057,403,40.0,01,04,2015
109058,801,33.0,08,08,2015
109059,501,54.0,12,31,2014
109060,670,52.0,08,16,2015
109061,1401,26.0,03,29,2015
109062,840,,10,12,2015
109063,1001,23.0,08,23,2015
109064,401,,06,18,2015
109065,650,53.0,04,20,2015
109066,670,,04,09,2015
109067,2601,,02,10,2015
109068,801,34.0,08,02,2015
109069,802,29.0,02,25,2015
109070,630,,09,06,2015
109071,403,30.0,07,28,2015
109072,801,25.0,01,17,2015
109073,650,,01,26,2015
109074,401,27.0,11,08,2015
109075,201,,09,17,2015
109076,1401,,02,22,2015
109077,302,,05,15,2015
109078,650,29.0,11,23,2015
109079,670,71.0,03,02,2015
109080,1198,50.0,01,01,2014
109081,501,24.0,04,04,2015
109082,799,,09,29,2015
109083,640,54.0,07,20,2015
109084,1002,51.0,02,06,2015
109085,702,21.0,12,02,2015
109086,1122,25.0,07,03,2015
109087,702,58.0,02,18,2015
109088,2601,24.0,11,24,2015
109089,801,,10,02,2015
109090,702,,07,24,2015
109091,801,,04,01,2015
109092,2655,,09,13,2015
109093,2655,43.0,03,16,2015
109094,1401,36.0,08,20,2015
109095,801,47.0,06,27,2015
109096,702,,07,07,2015
109097,702,,06,26,2015
109098,2402,32.0,05,05,2015
109099,1198,61.0,03,18,2015
109100,702,,04,28,2015
109101,702,,01,03,2015
109102,502,,06,06,2015
109103,702,,10,10,2015
109104,802,21.0,10,06,2015
109105,401,33.0,08,04,2015
109106,702,65.0,01,08,2015
109107,1401,,07,19,2015
109108,690,,07,02,2015
109109,2054,20.0,09,30,2015
109110,501,,11,03,2015
109111,840,,10,12,2015
109112,702,26.0,11,07,2015
109113,501,50.0,07,07,2015
109114,690,40.0,06,06,2015
109115,401,,05,01,2015
109116,501,,12,01,2015
109117,702,,07,18,2015
109118,640,,03,28,2015
109119,690,35.0,04,06,2015
109120,802,38.0,07,09,2015
109121,302,28.0,12,13,2015
109122,501,,01,05,2015
109123,403,54.0,03,14,2015
109124,802,35.0,04,27,2015
109125,702,,07,20,2015
109126,801,47.0,05,14,2015
109127,1401,,06,03,2015
109128,802,42.0,02,07,2015
109129,1120,46.0,12,21,2014
109130,640,29.0,10,24,2015
109131,1849,,12,08,2015
109132,1401,,03,15,2015
109133,670,65.0,07,02,2015
109134,690,28.0,12,21,2015
109135,1401,,01,21,2015
109136,702,24.0,10,05,2015
109137,1170,,10,30,2015
109138,650,,02,03,2015
109139,802,33.0,09,15,2015
109140,1546,,03,21,2015
109141,1546,,09,23,2015
109142,403,,08,31,2015
109143,801,23.0,06,01,2015
109144,630,,09,08,2015
109145,802,36.0,10,09,2015
109146,801,,04,10,2015
109147,1401,79.0,08,06,2015
109148,901,,08,24,2015
109149,650,,01,09,2015
109150,2040,,11,05,2015
109151,702,,09,24,2015
109152,1849,,12,16,2015
109153,302,,12,31,2015
109154,2402,38.0,01,20,2015
109155,1849,,11,06,2015
109156,630,34.0,09,10,2015
109157,901,,05,25,2015
109158,650,,07,13,2015
109159,401,,10,27,2015
109160,1188,,12,01,2014
109161,670,,07,11,2013
109162,670,,09,29,2015
109163,1850,18.0,12,15,2015
109164,640,24.0,12,16,2015
109165,801,18.0,05,21,2015
109166,802,25.0,08,16,2015
109167,801,38.0,09,07,2015
109168,690,26.0,07,17,2015
109169,630,,12,26,2015
109170,650,23.0,04,02,2015
109171,840,,12,21,2015
109172,1401,,01,28,2015
109173,801,,12,10,2015
109174,1401,,09,16,2015
109175,501,56.0,10,22,2015
109176,670,80.0,10,04,2015
109177,1401,,02,07,2015
109178,690,42.0,02,23,2015
109179,640,35.0,06,24,2015
109180,1401,,05,15,2015
109181,1401,52.0,08,10,2015
109182,901,42.0,01,21,2015
109183,1401,20.0,04,19,2015
109184,501,22.0,04,05,2015
109185,1401,,11,03,2015
109186,1701,27.0,07,05,2015
109187,502,,03,19,2015
109188,702,19.0,04,30,2015
109189,670,42.0,07,24,2015
109190,1002,,01,15,2015
109191,702,69.0,01,17,2015
109192,401,29.0,08,09,2015
109193,403,,01,03,2015
109194,1401,66.0,01,30,2015
109195,2655,,07,26,2015
109196,670,44.0,05,21,2015
109197,802,25.0,10,25,2015
109198,702,41.0,08,03,2015
109199,650,,09,01,2015
109200,801,,08,02,2015
109201,2655,,06,28,2015
109202,670,28.0,07,08,2015
109203,301,18.0,03,20,2015
109204,1849,46.0,03,06,2015
109205,2402,,10,25,2015
109206,301,,11,20,2015
109207,1120,,05,17,2015
109208,640,22.0,09,16,2015
109209,801,24.0,07,18,2015
109210,801,,12,08,2015
109211,801,,12,08,2015
109212,1201,18.0,06,19,2015
109213,802,55.0,05,15,2015
109214,502,29.0,11,25,2015
109215,640,20.0,02,16,2015
109216,801,55.0,04,28,2015
109217,650,55.0,10,07,2015
109218,799,,03,12,2015
109219,501,40.0,01,06,2015
109220,502,,05,10,2015
109221,302,,12,29,2015
109222,802,52.0,06,20,2015
109223,1401,25.0,07,21,2015
109224,640,23.0,06,29,2015
109225,690,25.0,01,27,2015
109226,1401,48.0,10,25,2015
109227,630,,05,02,2015
109228,1546,,03,16,2015
109229,2601,65.0,09,06,2015
109230,670,,06,19,2015
109231,650,,02,24,2015
109232,630,,08,26,2015
109233,1401,,12,12,2015
109234,640,82.0,05,08,2015
109235,702,,10,16,2015
109236,2655,52.0,05,06,2015
109237,1401,,03,09,2015
109238,670,,02,12,2015
109239,650,30.0,05,28,2015
109240,1122,30.0,12,25,2015
109241,2402,22.0,10,01,2015
109242,401,,05,05,2015
109243,1401,,03,11,2015
109244,2601,,09,18,2015
109245,670,35.0,08,31,2015
109246,2655,32.0,01,08,2015
109247,2655,,05,16,2015
109248,650,,12,17,2015
109249,640,25.0,08,01,2015
109250,2402,,02,04,2015
109251,2601,,07,24,2015
109252,640,,07,10,2015
109253,650,61.0,12,05,2015
109254,640,61.0,04,10,2015
109255,802,26.0,12,07,2015
109256,2100,,09,07,2015
109257,2402,26.0,11,05,2015
109258,802,18.0,03,19,2015
109259,630,21.0,08,20,2015
109260,801,,12,11,2015
109261,640,18.0,08,02,2015
109262,802,23.0,12,14,2015
109263,2655,62.0,01,24,2015
109264,2601,62.0,09,28,2015
109265,1401,30.0,10,17,2015
109266,670,26.0,06,04,2015
109267,501,38.0,08,26,2015
109268,301,18.0,01,15,2015
109269,650,,12,07,2015
109270,1197,,12,09,2015
109271,1120,,08,25,2015
109272,2601,18.0,09,08,2015
109273,502,,08,21,2015
109274,2201,,04,08,2015
109275,2655,21.0,02,08,2015
109276,1546,,06,22,2015
109277,1849,23.0,01,02,2015
109278,301,40.0,07,23,2015
109279,1122,,02,06,2015
109280,670,20.0,08,21,2015
109281,640,23.0,11,28,2015
109282,1401,35.0,07,26,2015
109283,2655,,03,05,2015
109284,630,29.0,10,18,2015
109285,502,,06,02,2015
109286,670,,07,20,2015
109287,630,,05,23,2015
109288,1401,20.0,10,20,2015
109289,2601,26.0,07,29,2015
109290,650,35.0,12,01,2015
109291,802,,03,19,2015
109292,630,,07,05,2015
109293,401,48.0,01,29,2015
109294,2655,,02,14,2015
109295,401,,08,19,2015
109296,501,,04,22,2015
109297,501,23.0,01,02,2015
109298,2402,40.0,09,23,2015
109299,640,,06,29,2015
109300,2601,20.0,02,03,2015
109301,101,,10,05,2015
109302,690,45.0,09,18,2015
109303,1401,24.0,10,25,2015
109304,799,,06,11,2015
109305,1849,,01,14,2015
109306,2655,23.0,02,15,2015
109307,1401,26.0,11,30,2015
109308,670,55.0,04,24,2015
109309,502,,07,19,2015
109310,690,,09,11,2015
109311,640,33.0,04,16,2015
109312,802,25.0,03,01,2015
109313,630,,12,24,2015
109314,1849,,04,28,2015
109315,802,20.0,07,03,2015
109316,1849,42.0,02,24,2015
109317,702,43.0,08,08,2015
109318,640,24.0,06,27,2015
109319,670,,04,20,2015
109320,1401,26.0,11,14,2015
109321,650,,04,13,2015
109322,630,50.0,07,17,2015
109323,1401,26.0,10,18,2015
109324,1401,,12,24,2015
109325,702,79.0,12,24,2015
109326,802,48.0,11,01,2015
109327,2655,,09,11,2015
109328,670,45.0,07,29,2015
109329,401,,10,04,2015
109330,502,,08,10,2015
109331,1122,,08,12,2015
109332,801,20.0,07,05,2015
109333,640,59.0,09,19,2015
109334,801,24.0,11,26,2015
109335,702,,08,22,2015
109336,2100,20.0,08,31,2015
109337,650,,10,21,2015
109338,801,,01,24,2015
109339,1401,22.0,04,01,2015
109340,640,,02,09,2015
109341,802,40.0,03,22,2015
109342,401,39.0,09,13,2015
109343,401,65.0,10,23,2015
109344,650,,05,09,2015
109345,802,23.0,08,23,2015
109346,402,29.0,01,18,2015
109347,640,,03,03,2015
109348,1401,,08,26,2015
109349,802,55.0,08,04,2015
109350,802,,08,11,2015
109351,302,20.0,04,13,2015
109352,501,55.0,08,28,2015
109353,501,,12,24,2015
109354,1850,,03,22,2015
109355,802,20.0,03,17,2015
109356,802,26.0,04,08,2015
109357,302,,01,05,2015
109358,640,,02,28,2015
109359,2601,44.0,11,11,2015
109360,802,22.0,02,22,2015
109361,670,22.0,11,12,2015
109362,702,60.0,08,21,2015
109363,670,,08,07,2015
109364,630,30.0,05,18,2015
109365,640,20.0,04,03,2015
109366,690,,05,22,2015
109367,301,37.0,11,24,2015
109368,501,35.0,12,03,2015
109369,501,20.0,03,04,2015
109370,502,,09,06,2015
109371,1120,89.0,08,01,2015
109372,802,23.0,04,29,2015
109373,1352,,12,06,2015
109374,1352,,12,06,2015
109375,1401,21.0,07,17,2015
109376,1401,,01,04,2015
109377,2402,28.0,05,09,2015
109378,801,56.0,12,02,2015
109379,401,23.0,04,25,2015
109380,502,47.0,08,23,2015
109381,502,,04,17,2015
109382,630,20.0,02,21,2015
109383,801,,09,27,2015
109384,501,,03,07,2015
109385,1401,,07,28,2015
109386,1401,,10,01,2015
109387,2655,76.0,09,06,2015
109388,650,,01,28,2015
109389,501,39.0,06,04,2015
109390,1546,,06,16,2015
109391,1546,,09,17,2015
109392,630,41.0,01,23,2015
109393,1849,,03,23,2015
109394,403,28.0,01,26,2015
109395,702,32.0,07,28,2015
109396,2601,79.0,04,18,2015
109397,802,33.0,12,15,2015
109398,802,30.0,10,21,2015
109399,301,26.0,10,28,2015
109400,640,,11,09,2015
109401,670,,07,04,2015
109402,1401,,10,12,2015
109403,2403,,10,07,2015
109404,802,31.0,08,15,2015
109405,650,30.0,11,19,2015
109406,1546,18.0,08,29,2015
109407,690,42.0,09,06,2015
109408,1850,24.0,09,09,2015
109409,640,,03,08,2015
109410,2655,,11,27,2015
109411,640,44.0,08,31,2015
109412,670,49.0,03,15,2015
109413,1401,,10,24,2015
109414,1401,59.0,10,10,2015
109415,403,21.0,11,04,2015
109416,1401,28.0,03,22,2015
109417,302,,12,22,2015
109418,501,37.0,12,16,2015
109419,630,,09,08,2015
109420,501,,05,19,2015
109421,2041,37.0,04,13,2015
109422,640,33.0,06,23,2015
109423,650,,09,17,2015
109424,1198,23.0,11,08,2015
109425,1546,32.0,11,15,2015
109426,640,18.0,01,16,2015
109427,610,,01,04,2015
109428,702,23.0,09,15,2015
109429,690,72.0,06,19,2015
109430,840,45.0,08,08,2015
109431,640,,04,07,2015
109432,1352,36.0,11,04,2015
109433,1352,36.0,11,04,2015
109434,1198,,06,09,2015
109435,401,,12,19,2015
109436,640,,01,19,2015
109437,802,25.0,05,24,2015
109438,2604,,09,05,2015
109439,670,,09,18,2015
109440,501,57.0,10,12,2015
109441,670,,12,20,2015
109442,501,50.0,10,27,2015
109443,2601,,03,20,2015
109444,640,,01,25,2015
109445,1198,63.0,02,09,2015
109446,690,,05,01,2015
109447,630,26.0,06,04,2015
109448,702,20.0,09,17,2015
109449,670,36.0,07,22,2015
109450,2402,20.0,01,11,2015
109451,801,23.0,03,01,2015
109452,630,54.0,09,20,2015
109453,801,32.0,10,24,2015
109454,702,,11,30,2015
109455,1546,25.0,08,30,2015
109456,702,,03,02,2015
109457,1401,35.0,11,01,2015
109458,401,,06,14,2015
109459,2601,,09,28,2015
109460,690,,08,25,2015
109461,1401,,10,03,2015
109462,630,,08,29,2015
109463,501,,12,24,2015
109464,650,,11,21,2015
109465,402,,02,15,2015
109466,802,29.0,12,18,2015
109467,501,18.0,02,10,2015
109468,650,41.0,04,12,2015
109469,801,49.0,10,31,2015
109470,2655,,08,13,2015
109471,302,22.0,04,28,2015
109472,501,,01,31,2015
109473,1401,,11,19,2015
109474,702,65.0,04,23,2015
109475,501,,06,01,2015
109476,630,,04,30,2015
109477,802,22.0,09,18,2015
109478,1401,,05,15,2015
109479,802,42.0,11,15,2015
109480,702,29.0,10,21,2015
109481,670,26.0,09,25,2015
109482,301,20.0,02,11,2015
109483,690,56.0,09,14,2015
109484,2655,62.0,10,07,2015
109485,501,43.0,09,19,2015
109486,2604,19.0,01,24,2015
109487,640,,08,26,2015
109488,2601,35.0,10,31,2015
109489,690,,09,05,2015
109490,840,,11,29,2015
109491,670,,06,23,2015
109492,501,,06,11,2015
109493,2040,52.0,03,09,2015
109494,630,19.0,04,18,2015
109495,702,55.0,09,03,2015
109496,831,85.0,03,07,2015
109497,650,40.0,12,26,2015
109498,1198,,05,01,2015
109499,1401,49.0,06,19,2015
109500,690,,04,16,2015
109501,2402,,10,23,2015
109502,702,30.0,02,20,2015
109503,801,18.0,05,14,2015
109504,690,51.0,05,29,2015
109505,670,28.0,11,10,2015
109506,1401,,03,18,2015
109507,401,,06,16,2015
109508,1198,,05,01,2015
109509,802,54.0,01,27,2015
109510,2601,22.0,06,03,2015
109511,403,42.0,08,12,2015
109512,403,,08,12,2015
109513,401,,01,05,2015
109514,802,26.0,04,19,2015
109515,831,42.0,11,20,2015
109516,2655,57.0,05,22,2015
109517,640,25.0,11,14,2015
109518,401,33.0,03,22,2015
109519,702,20.0,07,25,2015
109520,630,,05,02,2015
109521,640,,11,08,2015
109522,802,24.0,07,12,2015
109523,1352,,01,23,2015
109524,1002,,07,21,2015
109525,802,26.0,03,16,2015
109526,702,,01,08,2015
109527,2040,33.0,09,02,2015
109528,2601,,06,02,2015
109529,501,,01,06,2015
109530,670,24.0,07,25,2015
109531,702,53.0,06,05,2015
109532,802,55.0,08,10,2015
109533,690,62.0,06,15,2015
109534,1352,34.0,11,07,2015
109535,2601,18.0,09,22,2015
109536,2601,40.0,09,28,2015
109537,640,75.0,08,20,2015
109538,640,22.0,06,09,2015
109539,501,,04,28,2015
109540,802,24.0,08,16,2015
109541,1120,,08,15,2015
109542,802,46.0,10,29,2015
109543,801,18.0,09,22,2015
109544,1849,46.0,05,07,2015
109545,702,51.0,08,06,2015
109546,831,44.0,12,08,2015
109547,2100,38.0,01,08,2015
109548,1401,83.0,09,29,2015
109549,690,50.0,08,21,2015
109550,802,19.0,07,19,2015
109551,1401,32.0,01,09,2015
109552,640,54.0,03,22,2015
109553,1849,,01,13,2015
109554,1401,46.0,04,10,2015
109555,1850,,06,19,2015
109556,640,23.0,05,04,2015
109557,2601,,04,13,2015
109558,670,19.0,06,06,2015
109559,501,,06,12,2015
109560,502,,02,21,2015
109561,1401,,10,18,2015
109562,401,38.0,11,01,2015
109563,802,50.0,09,09,2015
109564,831,21.0,03,20,2015
109565,702,25.0,07,11,2015
109566,840,57.0,05,02,2015
109567,502,,09,04,2015
109568,1401,,04,27,2015
109569,690,31.0,02,02,2015
109570,802,,05,04,2015
109571,501,,11,23,2015
109572,690,,04,26,2015
109573,501,,03,26,2015
109574,630,,12,22,2015
109575,301,56.0,05,29,2015
109576,401,54.0,05,09,2015
109577,501,82.0,11,20,2015
109578,630,,05,27,2015
109579,802,35.0,03,07,2015
109580,802,34.0,09,11,2015
109581,1401,,09,16,2015
109582,802,40.0,10,04,2015
109583,1401,27.0,11,11,2015
109584,640,45.0,01,16,2015
109585,802,28.0,07,16,2015
109586,1849,25.0,10,13,2015
109587,702,,09,04,2015
109588,802,21.0,08,07,2015
109589,640,,08,24,2015
109590,640,,08,24,2015
109591,301,,01,22,2015
109592,1002,,12,15,2014
109593,201,,08,17,2015
109594,650,43.0,02,25,2015
109595,2100,22.0,03,18,2015
109596,1401,37.0,06,02,2015
109597,2054,28.0,09,01,2014
109598,2601,,08,17,2015
109599,1401,61.0,09,14,2015
109600,2604,31.0,03,11,2015
109601,1849,,03,21,2015
109602,690,29.0,08,30,2015
109603,801,58.0,11,10,2015
109604,801,20.0,06,07,2015
109605,702,52.0,12,01,2015
109606,403,,10,11,2015
109607,802,22.0,06,06,2015
109608,402,,01,11,2015
109609,802,30.0,08,16,2015
109610,502,,08,20,2015
109611,2655,27.0,12,09,2015
109612,901,39.0,10,27,2015
109613,1122,,12,22,2015
109614,630,,09,29,2015
109615,690,,06,08,2015
109616,1198,,06,09,2015
109617,802,21.0,02,08,2015
109618,2655,,10,11,2015
109619,1546,24.0,10,01,2015
109620,1401,,05,06,2015
109621,801,,04,11,2015
109622,401,18.0,06,19,2015
109623,301,20.0,09,27,2015
109624,670,40.0,03,13,2015
109625,1120,25.0,07,06,2015
109626,501,,11,17,2015
109627,802,31.0,08,17,2015
109628,501,42.0,12,01,2015
109629,501,,06,23,2015
109630,302,,12,09,2015
109631,1401,,12,24,2015
109632,501,19.0,10,05,2015
109633,690,56.0,07,02,2015
109634,1401,,11,28,2015
109635,1849,28.0,11,13,2015
109636,802,81.0,09,11,2015
109637,501,49.0,01,16,2015
109638,403,23.0,09,04,2015
109639,302,,09,26,2015
109640,670,23.0,10,03,2015
109641,1850,,01,07,2015
109642,403,19.0,02,16,2015
109643,502,,07,21,2015
109644,650,,06,08,2015
109645,2604,,09,20,2015
109646,640,44.0,06,08,2015
109647,1120,,10,06,2015
109648,670,,06,20,2015
109649,702,51.0,05,24,2015
109650,501,48.0,08,09,2015
109651,640,30.0,09,21,2015
109652,640,24.0,12,31,2015
109653,501,,03,25,2015
109654,2601,,09,16,2015
109655,1198,43.0,03,01,2015
109656,1401,,11,07,2015
109657,501,,07,30,2015
109658,2040,41.0,11,11,2015
109659,1742,33.0,09,01,2015
109660,801,,12,22,2015
109661,1122,39.0,08,23,2015
109662,702,67.0,09,19,2015
109663,690,,02,03,2015
109664,1849,,09,15,2015
109665,1401,26.0,09,20,2015
109666,640,,06,17,2015
109667,2601,25.0,05,08,2015
109668,690,,02,18,2015
109669,1122,,08,07,2015
109670,1401,,02,02,2014
109671,702,,01,26,2015
109672,630,19.0,12,15,2015
109673,802,35.0,03,19,2015
109674,2655,,02,22,2015
109675,1401,,09,30,2015
109676,501,,05,24,2015
109677,702,,03,21,2015
109678,502,89.0,08,21,2015
109679,630,,11,14,2015
109680,1401,32.0,08,29,2015
109681,403,20.0,01,22,2015
109682,1849,,03,10,2015
109683,630,40.0,08,20,2015
109684,702,45.0,04,12,2015
109685,702,,07,19,2015
109686,670,,12,30,2015
109687,302,55.0,11,14,2015
109688,2402,25.0,09,28,2015
109689,401,,06,12,2015
109690,301,18.0,10,10,2015
109691,690,21.0,09,06,2015
109692,401,,02,14,2015
109693,1849,,06,17,2015
109694,2040,42.0,05,16,2015
109695,501,,01,06,2015
109696,1651,27.0,05,06,2015
109697,802,26.0,06,13,2015
109698,702,45.0,08,28,2015
109699,802,46.0,12,17,2015
109700,501,49.0,08,09,2015
109701,650,,07,14,2015
109702,1401,40.0,02,14,2015
109703,502,,04,08,2015
109704,401,,12,08,2015
109705,1002,,09,21,2015
109706,1850,,04,16,2015
109707,1201,,09,04,2015
109708,401,27.0,11,04,2015
109709,401,47.0,07,09,2015
109710,630,22.0,02,24,2015
109711,702,42.0,05,06,2015
109712,401,,11,05,2015
109713,1849,,02,02,2015
109714,802,50.0,09,23,2015
109715,901,,11,04,2015
109716,1198,,04,25,2015
109717,2655,40.0,10,29,2015
109718,2601,42.0,10,11,2015
109719,1401,,09,17,2015
109720,2655,38.0,04,02,2015
109721,501,62.0,08,26,2015
109722,2402,21.0,04,28,2015
109723,1401,24.0,06,13,2015
109724,2100,,10,10,2015
109725,630,25.0,01,24,2015
109726,1201,27.0,07,25,2015
109727,1401,22.0,01,13,2015
109728,670,22.0,07,26,2015
109729,640,26.0,02,02,2015
109730,1648,,05,07,2015
109731,201,,11,30,2014
109732,802,22.0,12,16,2015
109733,1401,27.0,10,11,2015
109734,802,29.0,08,02,2015
109735,401,22.0,03,29,2015
109736,702,42.0,12,25,2015
109737,702,22.0,09,06,2015
109738,1201,,09,21,2015
109739,702,73.0,11,17,2015
109740,802,23.0,11,04,2015
109741,650,,12,22,2014
109742,501,,05,15,2015
109743,1352,,10,23,2015
109744,501,,08,21,2015
109745,650,,11,11,2015
109746,640,,08,07,2015
109747,302,59.0,04,12,2015
109748,802,31.0,04,26,2015
109749,1401,,11,15,2015
109750,670,,03,20,2015
109751,1401,,12,18,2015
109752,670,,12,02,2015
109753,1001,25.0,02,09,2015
109754,302,,11,16,2015
109755,302,,08,07,2015
109756,501,52.0,11,11,2015
109757,702,60.0,08,22,2015
109758,702,,03,29,2015
109759,501,,03,20,2015
109760,2655,,06,26,2015
109761,2601,,08,18,2015
109762,401,,12,26,2015
109763,802,35.0,07,28,2015
109764,630,,07,23,2015
109765,799,,05,22,2015
109766,1546,,12,28,2015
109767,1546,,08,13,2015
109768,1170,,06,20,2015
109769,1849,18.0,12,14,2015
109770,301,,08,02,2015
109771,1120,,01,28,2015
109772,1401,48.0,12,15,2015
109773,650,42.0,01,12,2015
109774,301,,09,26,2015
109775,690,21.0,11,29,2015
109776,640,27.0,01,29,2015
109777,501,46.0,10,16,2015
109778,2601,,04,06,2015
109779,1198,,03,20,2015
109780,1401,,08,22,2015
109781,302,,08,04,2015
109782,2602,55.0,04,11,2015
109783,1741,,10,20,2015
109784,302,,09,26,2015
109785,690,,08,04,2015
109786,840,33.0,03,26,2015
109787,1198,32.0,05,01,2015
109788,802,36.0,07,20,2015
109789,403,37.0,08,25,2015
109790,501,,06,21,2015
109791,1401,,04,02,2015
109792,2601,,11,08,2015
109793,620,38.0,06,29,2015
109794,502,34.0,11,27,2015
109795,650,42.0,10,31,2015
109796,802,26.0,08,01,2015
109797,1849,39.0,08,08,2015
109798,802,25.0,10,02,2015
109799,2001,,05,08,2015
109800,630,44.0,09,28,2015
109801,401,25.0,11,08,2015
109802,401,75.0,09,20,2015
109803,801,41.0,07,03,2015
109804,2601,,11,10,2015
109805,650,35.0,09,08,2015
109806,501,21.0,09,16,2015
109807,690,21.0,06,08,2015
109808,702,,01,15,2015
109809,1850,30.0,06,05,2015
109810,702,,10,22,2015
109811,640,,12,06,2015
109812,690,34.0,05,01,2015
109813,501,61.0,07,28,2015
109814,501,27.0,10,23,2015
109815,1120,32.0,01,02,2015
109816,401,34.0,08,29,2015
109817,403,34.0,11,19,2015
109818,702,29.0,08,02,2015
109819,802,34.0,05,16,2015
109820,690,38.0,03,13,2015
109821,690,,01,01,2015
109822,2601,,02,19,2015
109823,640,23.0,10,11,2015
109824,690,,07,30,2015
109825,1198,,10,23,2014
109826,501,47.0,03,17,2015
109827,1201,,07,23,2015
109828,802,44.0,11,19,2015
109829,670,,12,30,2014
109830,1401,41.0,12,13,2015
109831,502,44.0,01,24,2015
109832,802,32.0,01,10,2015
109833,501,,07,31,2015
109834,2402,,05,07,2015
109835,501,37.0,08,24,2015
109836,1401,36.0,02,13,2015
109837,502,,04,19,2015
109838,501,29.0,09,09,2015
109839,640,22.0,06,27,2015
109840,1401,,08,03,2015
109841,840,,10,09,2015
109842,630,20.0,11,21,2015
109843,1401,30.0,10,24,2015
109844,690,,10,17,2015
109845,640,,11,20,2015
109846,690,48.0,07,16,2015
109847,1401,,10,16,2015
109848,3077,48.0,01,18,2015
109849,401,22.0,08,29,2015
109850,702,,12,09,2015
109851,670,39.0,03,31,2015
109852,1401,,10,15,2015
109853,2601,,04,21,2015
109854,301,26.0,10,13,2015
109855,301,,08,01,2015
109856,650,,01,05,2015
109857,690,,05,21,2015
109858,640,,06,27,2015
109859,301,,07,23,2015
109860,201,27.0,,,
109861,1401,,11,28,2015
109862,670,20.0,04,02,2015
109863,1120,,10,12,2015
109864,630,,07,18,2015
109865,640,28.0,12,19,2015
109866,670,32.0,01,02,2015
109867,501,44.0,01,20,2015
109868,702,,01,15,2015
109869,401,41.0,02,10,2015
109870,501,,05,17,2015
109871,640,,03,05,2015
109872,831,35.0,09,09,2015
109873,802,26.0,10,12,2015
109874,1401,40.0,02,18,2015
109875,670,,05,18,2015
109876,650,23.0,01,15,2015
109877,702,32.0,04,06,2015
109878,1401,45.0,09,29,2015
109879,1401,43.0,11,15,2015
109880,1401,30.0,11,30,2015
109881,2655,40.0,04,08,2015
109882,802,47.0,11,13,2015
109883,831,18.0,04,20,2015
109884,802,38.0,06,11,2015
109885,2601,,02,02,2015
109886,1401,26.0,04,10,2015
109887,801,,04,28,2015
109888,502,,04,29,2015
109889,502,,08,26,2015
109890,2601,,06,30,2015
109891,1401,45.0,12,11,2015
109892,630,50.0,07,06,2015
109893,640,34.0,08,21,2015
109894,901,,07,06,2015
109895,401,23.0,11,04,2015
109896,702,29.0,01,27,2015
109897,502,,04,30,2015
109898,2601,,11,19,2015
109899,640,,09,30,2015
109900,501,57.0,11,05,2015
109901,650,52.0,06,09,2015
109902,2655,51.0,07,16,2015
109903,640,,01,15,2015
109904,702,49.0,03,06,2015
109905,1401,,11,06,2015
109906,630,25.0,02,02,2015
109907,501,,02,18,2015
109908,650,,05,13,2015
109909,650,44.0,12,23,2015
109910,702,,09,14,2015
109911,630,,08,21,2015
109912,2601,,12,10,2015
109913,802,34.0,12,26,2015
109914,1188,64.0,03,23,2015
109915,802,28.0,09,08,2015
109916,802,27.0,10,16,2015
109917,640,63.0,10,04,2015
109918,702,69.0,01,23,2015
109919,690,,09,30,2015
109920,670,,11,24,2014
109921,802,25.0,03,08,2015
109922,690,28.0,08,19,2015
109923,630,,11,21,2015
109924,840,29.0,11,18,2015
109925,1401,,06,13,2015
109926,1002,52.0,04,18,2015
109927,302,20.0,06,26,2015
109928,650,,01,14,2015
109929,610,70.0,07,13,2015
109930,802,21.0,07,28,2015
109931,2655,,05,04,2015
109932,401,38.0,12,05,2015
109933,640,61.0,10,02,2015
109934,2601,30.0,10,05,2015
109935,801,55.0,10,16,2015
109936,2601,,11,03,2015
109937,630,44.0,02,14,2015
109938,501,41.0,09,09,2015
109939,702,,06,06,2015
109940,1120,58.0,11,17,2015
109941,640,,08,17,2015
109942,1352,,06,01,2015
109943,801,22.0,04,21,2015
109944,690,53.0,12,28,2015
109945,670,,04,22,2015
109946,801,35.0,09,25,2015
109947,401,19.0,01,06,2015
109948,1849,33.0,03,05,2015
109949,702,,09,10,2015
109950,802,27.0,09,15,2015
109951,801,48.0,07,22,2015
109952,650,58.0,02,25,2015
109953,640,47.0,07,20,2015
109954,802,41.0,12,08,2015
109955,702,,11,10,2015
